 ,Label,Area,Mean,Min,Max
114,D66-G1-T8.1.JPG,290,97.6034,0,255
115,D66-G1-T8.1.JPG,318,116.2736,0,255
116,D66-G1-T8.1.JPG,566,88.3039,0,255
117,D66-G1-T8.1.JPG,461,116.1605,0,255
118,D66-G1-T8.1.JPG,999,124.0541,0,255
119,D66-G1-T8.1.JPG,461,169.8156,0,255
120,D66-G1-T8.1.JPG,318,39.2925,0,255
121,D66-G1-T8.1.JPG,4,0.0000,0,0
122,D66-G1-T8.1.JPG,242,153.8430,0,255
123,D66-G1-T8.1.JPG,313,124.6486,0,255
124,D66-G1-T8.1.JPG,500,161.1600,0,255
125,D66-G1-T8.1.JPG,564,102.6330,0,255
126,D66-G1-T8.1.JPG,377,127.8382,0,255
127,D66-G1-T8.1.JPG,239,98.1590,0,255
128,D66-G1-T8.1.JPG,301,153.3389,0,255
129,D66-G1-T8.1.JPG,565,139.0088,0,255
130,D66-G1-T8.1.JPG,485,146.6907,0,255
131,D66-G1-T8.1.JPG,7,0.0000,0,0
132,D66-G1-T8.1.JPG,646,145.2632,0,255
133,D66-G1-T8.1.JPG,182,0.0000,0,0
134,D66-G1-T8.1.JPG,441,82.6871,0,255
135,D66-G1-T8.1.JPG,398,91.6206,0,255
136,D66-G1-T8.1.JPG,472,112.3729,0,255
137,D66-G1-T8.1.JPG,585,134.6923,0,255
138,D66-G1-T8.1.JPG,344,126.0174,0,255
139,D66-G1-T8.1.JPG,231,72.8571,0,255
140,D66-G1-T8.1.JPG,509,117.7308,0,255
141,D66-G1-T8.1.JPG,685,166.0292,0,255
142,D66-G1-T8.1.JPG,293,9.5734,0,255
143,D66-G1-T8.1.JPG,6,0.0000,0,0
144,D66-G1-T8.1.JPG,481,119.8129,0,255
145,D66-G1-T8.1.JPG,321,143.7850,0,255
146,D66-G1-T8.1.JPG,107,0.0000,0,0
147,D66-G1-T8.1.JPG,291,99.8969,0,255
148,D66-G1-T8.1.JPG,360,116.8750,0,255
149,D66-G1-T8.1.JPG,216,94.4444,0,255
150,D66-G1-T8.1.JPG,420,153.6071,0,255
151,D66-G1-T8.1.JPG,384,146.7578,0,255
152,D66-G1-T8.1.JPG,633,120.0474,0,255
153,D66-G1-T8.1.JPG,619,7.0032,0,255
154,D66-G1-T8.1.JPG,446,161.8049,0,255
155,D66-G1-T8.1.JPG,190,44.2895,0,255
156,D66-G1-T8.1.JPG,458,140.8624,0,255
157,D66-G1-T8.1.JPG,208,2.4519,0,255
158,D66-G1-T8.1.JPG,383,85.2219,0,255
159,D66-G1-T8.1.JPG,546,104.6154,0,255
160,D66-G1-T8.1.JPG,210,0.0000,0,0
161,D66-G1-T8.1.JPG,406,141.3177,0,255
162,D66-G1-T8.1.JPG,280,84.6964,0,255
163,D66-G1-T8.1.JPG,201,65.9701,0,255
164,D66-G1-T8.1.JPG,315,138.4286,0,255
165,D66-G1-T8.1.JPG,565,156.6106,0,255
166,D66-G1-T8.1.JPG,604,94.1474,0,255
167,D66-G1-T8.1.JPG,324,150.3241,0,255
168,D66-G1-T8.1.JPG,801,81.4981,0,255
169,D66-G1-T8.1.JPG,412,113.2646,0,255
170,D66-G1-T8.1.JPG,227,52.7974,0,255
171,D66-G1-T8.1.JPG,332,94.4729,0,255
172,D66-G1-T8.1.JPG,616,146.5422,0,255
173,D66-G1-T8.1.JPG,246,100.5488,0,255
174,D66-G1-T8.1.JPG,271,156.1993,0,255
175,D66-G1-T8.1.JPG,361,115.8449,0,255
176,D66-G1-T8.1.JPG,923,53.3207,0,255
177,D66-G1-T8.1.JPG,388,157.0747,0,255
178,D66-G1-T8.1.JPG,486,134.3210,0,255
179,D66-G1-T8.1.JPG,396,139.7348,0,255
180,D66-G1-T8.1.JPG,527,117.0968,0,255
181,D66-G1-T8.1.JPG,224,75.1339,0,255
182,D66-G1-T8.1.JPG,387,126.5116,0,255
183,D66-G1-T8.1.JPG,1339,110.8364,0,255
184,D66-G1-T8.1.JPG,784,144.0880,0,255
185,D66-G1-T8.1.JPG,442,175.9615,0,255
186,D66-G1-T8.1.JPG,171,71.5789,0,255
187,D66-G1-T8.1.JPG,344,115.6395,0,255
188,D66-G1-T8.1.JPG,496,141.8952,0,255
189,D66-G1-T8.1.JPG,611,100.9984,0,255
190,D66-G1-T8.1.JPG,314,111.2580,0,255
191,D66-G1-T8.1.JPG,315,143.2857,0,255
192,D66-G1-T8.1.JPG,455,145.1538,0,255
193,D66-G1-T8.1.JPG,200,112.2000,0,255
194,D66-G1-T8.1.JPG,241,87.8216,0,255
195,D66-G1-T8.1.JPG,922,27.3807,0,255
196,D66-G1-T8.1.JPG,108,0.0000,0,0
197,D66-G1-T8.1.JPG,459,133.8889,0,255
198,D66-G1-T8.1.JPG,211,60.4265,0,255
199,D66-G1-T8.1.JPG,635,121.6772,0,255
200,D66-G1-T8.1.JPG,179,0.0000,0,0
201,D66-G1-T8.1.JPG,171,56.6667,0,255
202,D66-G1-T8.1.JPG,960,47.0156,0,255
203,D66-G1-T8.1.JPG,289,122.6471,0,255
204,D66-G1-T8.1.JPG,459,92.2222,0,255
205,D66-G1-T8.1.JPG,522,148.0172,0,255
